ID;Short Name;Long Name;Route Type;Color;geo_point_2d;stop_ids
RTM-83;16S;Sainte-Marguerite Dromel - Lycée Jean Perrin;Bus;CA4E39;43.26952679601441, 5.421385886584523;['RTM-00001642', 'RTM-00001642', 'RTM-00001673', 'RTM-00001674', 'RTM-00001674', 'RTM-00001675', 'RTM-00001656', 'RTM-00001642', 'RTM-00001642', 'RTM-00001673', 'RTM-00001674', 'RTM-00001674', 'RTM-00001675', 'RTM-00004333', 'RTM-00004333', 'RTM-00001681', 'RTM-00001691', 'RTM-00002664', 'RTM-00001682', 'RTM-00001683', 'RTM-00001688', 'RTM-00001685', 'RTM-00002896', 'RTM-00001686', 'RTM-00001686', 'RTM-00001688', 'RTM-00001691', 'RTM-00004333', 'RTM-00001656', 'RTM-00001656', 'RTM-00001657', 'RTM-00001668', 'RTM-00001669', 'RTM-00001671', 'RTM-00004165', 'RTM-00002871', 'RTM-00002871', 'RTM-00001642', 'RTM-00001656', 'RTM-00001656', 'RTM-00001657', 'RTM-00001668', 'RTM-00001669', 'RTM-00001671', 'RTM-00004165', 'RTM-00002871', 'RTM-00002871', 'RTM-00001642']
RTM-78;16;Sainte-Marguerite Dromel - CC St Loup;Bus;CA4E39;43.271759810111085, 5.420750991187206;['RTM-00001642', 'RTM-00001642', 'RTM-00004333', 'RTM-00004333', 'RTM-00001642', 'RTM-00001642', 'RTM-00004333', 'RTM-00004333', 'RTM-00001681', 'RTM-00001691', 'RTM-00002664', 'RTM-00001682', 'RTM-00001683', 'RTM-00001688', 'RTM-00001685', 'RTM-00002896', 'RTM-00001686', 'RTM-00004333', 'RTM-00001656', 'RTM-00001656', 'RTM-00001657', 'RTM-00001648', 'RTM-00001661', 'RTM-00002871', 'RTM-00002871', 'RTM-00001642', 'RTM-00001686', 'RTM-00001688', 'RTM-00001691', 'RTM-00004333', 'RTM-00001656', 'RTM-00001656', 'RTM-00001657', 'RTM-00001648', 'RTM-00001661', 'RTM-00002871', 'RTM-00002871', 'RTM-00001642']
RTM-79;17;Sainte-Marguerite Dromel - Parc des Bruyères;Bus;D77D63;43.27482277968104, 5.422073968517349;['RTM-00001622', 'RTM-00001592', 'RTM-00001694', 'RTM-00001680', 'RTM-00002820', 'RTM-00001656', 'RTM-00004333', 'RTM-00004333', 'RTM-00001681', 'RTM-00001691', 'RTM-00002664', 'RTM-00001682', 'RTM-00001683', 'RTM-00001688', 'RTM-00001685', 'RTM-00002896', 'RTM-00001686', 'RTM-00001686', 'RTM-00001688', 'RTM-00001691', 'RTM-00004333', 'RTM-00002820', 'RTM-00001693', 'RTM-00001637', 'RTM-00001637', 'RTM-00001637', 'RTM-00001638']
RTM-20;31;Canebière Bourse - Les Aygalades;Bus;009640;43.32576832573823, 5.382146970932484;['RTM-00004406', 'RTM-00002299', 'RTM-00000420', 'RTM-00000450', 'RTM-00000451', 'RTM-00000426', 'RTM-00001020', 'RTM-00000211', 'RTM-00000111', 'RTM-00000111', 'RTM-00000112', 'RTM-00000132', 'RTM-00000125', 'RTM-00000127', 'RTM-00000127', 'RTM-00000128', 'RTM-00000132', 'RTM-00003156', 'RTM-00000219', 'RTM-00000221', 'RTM-00000524', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401']
RTM-131;35T;Joliette - Terminal Croisières;Bus;009BBE;43.324359724298226, 5.358554626028281;['RTM-00004287', 'RTM-00000276', 'RTM-00004507', 'RTM-00004506', 'RTM-00004507', 'RTM-00004506', 'RTM-00004289', 'RTM-00004290', 'RTM-00004507', 'RTM-00004507', 'RTM-00000276', 'RTM-00004287']
RTM-37;35;Joliette - Estaque Riaux;Bus;BD1D1D;43.341932449330315, 5.338745433095509;['RTM-00004083', 'RTM-00004083', 'RTM-00004084', 'RTM-00004084', 'RTM-00003795', 'RTM-00000276', 'RTM-00004506', 'RTM-00004506', 'RTM-00000246', 'RTM-00000246', 'RTM-00000247', 'RTM-00000248', 'RTM-00004583', 'RTM-00000269', 'RTM-00000269', 'RTM-00000253', 'RTM-00000262', 'RTM-00000259', 'RTM-00002224', 'RTM-00004141', 'RTM-00004083', 'RTM-00004083', 'RTM-00004084', 'RTM-00004084', 'RTM-00003795', 'RTM-00000276', 'RTM-00004506', 'RTM-00004506', 'RTM-00000246', 'RTM-00000246', 'RTM-00000247', 'RTM-00000248', 'RTM-00004583', 'RTM-00000269', 'RTM-00000269', 'RTM-00000253', 'RTM-00000262', 'RTM-00000259', 'RTM-00002224', 'RTM-00004141', 'RTM-00002227', 'RTM-00002227', 'RTM-00002227', 'RTM-00002227', 'RTM-00002230', 'RTM-00000261', 'RTM-00000262', 'RTM-00000253', 'RTM-00000269', 'RTM-00000271', 'RTM-00000273', 'RTM-00000274', 'RTM-00000274', 'RTM-00000274', 'RTM-00000275', 'RTM-00004507', 'RTM-00000276', 'RTM-00000276', 'RTM-00000277', 'RTM-00000278', 'RTM-00000278', 'RTM-00000283', 'RTM-00004086', 'RTM-00004287', 'RTM-00002227', 'RTM-00002228', 'RTM-00002230', 'RTM-00000261', 'RTM-00000262', 'RTM-00000253', 'RTM-00000269', 'RTM-00000271', 'RTM-00000273', 'RTM-00000274', 'RTM-00000274', 'RTM-00000274', 'RTM-00000275', 'RTM-00004507', 'RTM-00000276', 'RTM-00000276', 'RTM-00000277', 'RTM-00000278', 'RTM-00000278', 'RTM-00000283', 'RTM-00004086', 'RTM-00004287']
RTM-40;36;Métro Bougainville - La Nerthe;Bus;BD1D1D;43.347010693896095, 5.344491805813338;['RTM-00000518', 'RTM-00000518', 'RTM-00004429', 'RTM-00004429', 'RTM-00000513', 'RTM-00004507', 'RTM-00004506', 'RTM-00004506', 'RTM-00000246', 'RTM-00000246', 'RTM-00000247', 'RTM-00000248', 'RTM-00000293', 'RTM-00000014', 'RTM-00000037', 'RTM-00000017', 'RTM-00000017', 'RTM-00000317', 'RTM-00000299', 'RTM-00000301', 'RTM-00000302', 'RTM-00000302', 'RTM-00000303', 'RTM-00000303', 'RTM-00000303', 'RTM-00000307', 'RTM-00000307', 'RTM-00000308', 'RTM-00000303', 'RTM-00000310', 'RTM-00000310', 'RTM-00000302', 'RTM-00000302', 'RTM-00000301', 'RTM-00000312', 'RTM-00002786', 'RTM-00002792', 'RTM-00004432', 'RTM-00004433', 'RTM-00004433', 'RTM-00000317', 'RTM-00000017', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000318', 'RTM-00000274', 'RTM-00000274', 'RTM-00000274', 'RTM-00000275', 'RTM-00004507', 'RTM-00000513', 'RTM-00000513', 'RTM-00002046']
RTM-38;38;Métro Gèze - Métro Malpassé;Bus;E63329;43.33222214124837, 5.391668543518257;['RTM-00004296', 'RTM-00002635', 'RTM-00000328', 'RTM-00000332', 'RTM-00000111', 'RTM-00000333', 'RTM-00000337', 'RTM-00000338', 'RTM-00000339', 'RTM-00001010', 'RTM-00002516', 'RTM-00001069', 'RTM-00001069', 'RTM-00000352', 'RTM-00000359', 'RTM-00003452', 'RTM-00000332', 'RTM-00004332']
RTM-100;46S;Sainte-Marguerite Dromel - La Panouse;Bus;C2063B;43.25870666211451, 5.413098270884055;['RTM-00002873', 'RTM-00001951', 'RTM-00001973', 'RTM-00001995', 'RTM-00003623', 'RTM-00001962', 'RTM-00003612', 'RTM-00003612', 'RTM-00003617', 'RTM-00003617', 'RTM-00003617', 'RTM-00002003', 'RTM-00002005', 'RTM-00001965', 'RTM-00001966', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973']
RTM-67;55;Joliette - Roucas Blanc;Bus;F59C00;43.290290510689545, 5.369494462371081;['RTM-00003843', 'RTM-00003386', 'RTM-00003386', 'RTM-00003384', 'RTM-00003603', 'RTM-00004230', 'RTM-00001475', 'RTM-00001424', 'RTM-00001425', 'RTM-00001425', 'RTM-00001425', 'RTM-00001510', 'RTM-00001510', 'RTM-00001429', 'RTM-00001430', 'RTM-00001431', 'RTM-00003843', 'RTM-00003386', 'RTM-00003386', 'RTM-00003384', 'RTM-00003603', 'RTM-00004230', 'RTM-00001420', 'RTM-00001422', 'RTM-00001424', 'RTM-00001425', 'RTM-00001425', 'RTM-00001425', 'RTM-00001510', 'RTM-00001510', 'RTM-00001429', 'RTM-00001430', 'RTM-00001431', 'RTM-00001420', 'RTM-00001422', 'RTM-00001424', 'RTM-00001425', 'RTM-00001425', 'RTM-00001425', 'RTM-00001510', 'RTM-00001510', 'RTM-00001429', 'RTM-00001430', 'RTM-00001431', 'RTM-00001475', 'RTM-00001424', 'RTM-00001425', 'RTM-00001425', 'RTM-00001425', 'RTM-00001510', 'RTM-00001510', 'RTM-00001429', 'RTM-00001430', 'RTM-00001431', 'RTM-00003843', 'RTM-00003386', 'RTM-00003386', 'RTM-00003384', 'RTM-00003603', 'RTM-00004230', 'RTM-00003802', 'RTM-00004230', 'RTM-00004230', 'RTM-00003724', 'RTM-00003724', 'RTM-00003724', 'RTM-00003724', 'RTM-00003843', 'RTM-00001431', 'RTM-00001433', 'RTM-00001510', 'RTM-00001435', 'RTM-00001425', 'RTM-00003802', 'RTM-00004230', 'RTM-00004230', 'RTM-00003724', 'RTM-00003724', 'RTM-00003724', 'RTM-00003724', 'RTM-00003843', 'RTM-00001431', 'RTM-00001433', 'RTM-00001510', 'RTM-00001435', 'RTM-00001425']
RTM-71;67;Métro Chartreux - La Blancarde;Bus;5BC5F2;43.30397627562308, 5.411078079420363;['RTM-00000801', 'RTM-00003739', 'RTM-00003740', 'RTM-00002830', 'RTM-00002725', 'RTM-00002727', 'RTM-00002718', 'RTM-00002729', 'RTM-00002716', 'RTM-00002718', 'RTM-00002720', 'RTM-00003741', 'RTM-00000871', 'RTM-00000872', 'RTM-00000854', 'RTM-00000855', 'RTM-00003097', 'RTM-00002280']
RTM-72;80;Vieux Port Ballard - Eglise d'Endoume;Bus;76B82A;43.28811538998117, 5.365341233980466;['RTM-00001475', 'RTM-00001476', 'RTM-00001543', 'RTM-00001548', 'RTM-00001545', 'RTM-00001548', 'RTM-00001549', 'RTM-00001542', 'RTM-00004197', 'RTM-00001476', 'RTM-00001490']
RTM-188;81;Le Pharo - Métro St Just;Bus;005286;43.300107878060075, 5.384168651887917;['RTM-00001401', 'RTM-00001404', 'RTM-00001405', 'RTM-00001405', 'RTM-00001406', 'RTM-00004411', 'RTM-00004410', 'RTM-00004409', 'RTM-00004408', 'RTM-00003459', 'RTM-00002592', 'RTM-00002592', 'RTM-00001573', 'RTM-00001573', 'RTM-00001566', 'RTM-00001567', 'RTM-00001105', 'RTM-00001105', 'RTM-00001105', 'RTM-00004463', 'RTM-00001571', 'RTM-00001573', 'RTM-00001573', 'RTM-00001574', 'RTM-00003114', 'RTM-00003114', 'RTM-00003377', 'RTM-00003377', 'RTM-00003459', 'RTM-00004408', 'RTM-00004409', 'RTM-00004409', 'RTM-00004411', 'RTM-00001401']
RTM-30;89;Canebière Bourse - Le Canet Jean Jaurès;Bus;009640;43.317270463159964, 5.378373016023919;['RTM-00004403', 'RTM-00002299', 'RTM-00000420', 'RTM-00000450', 'RTM-00000451', 'RTM-00000426', 'RTM-00000528', 'RTM-00004247', 'RTM-00004249', 'RTM-00004249', 'RTM-00000529', 'RTM-00000530', 'RTM-00000551', 'RTM-00000541', 'RTM-00000550', 'RTM-00000551', 'RTM-00000551', 'RTM-00000551', 'RTM-00000552', 'RTM-00004503', 'RTM-00004249', 'RTM-00002305', 'RTM-00004247', 'RTM-00000524', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401']
RTM-191;97JET;Canebière Bourse - Hôpital Nord;Bus;DCCD00;43.33993170072405, 5.37012149643504;['RTM-00002299', 'RTM-00000420', 'RTM-00003989', 'RTM-00004107', 'RTM-00004107', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401']
RTM-120;142S;Métro La Rose - La Fève;Bus;0BBBEF;43.34779291917723, 5.462935221608049;['RTM-00003930', 'RTM-00003930', 'RTM-00003941', 'RTM-00004155', 'RTM-00002200', 'RTM-00002151', 'RTM-00002153', 'RTM-00002196', 'RTM-00002168', 'RTM-00002422', 'RTM-00002420', 'RTM-00002420', 'RTM-00002422', 'RTM-00002196', 'RTM-00002198', 'RTM-00002199', 'RTM-00002200', 'RTM-00002200', 'RTM-00004155']
RTM-122;144S;Métro La Rose - Allauch;Bus;E73333;43.34127491141665, 5.456792479816217;['RTM-00000728', 'RTM-00003930', 'RTM-00003930', 'RTM-00003941', 'RTM-00004156', 'RTM-00004174', 'RTM-00004364', 'RTM-00002892', 'RTM-00002183', 'RTM-00002185', 'RTM-00002185', 'RTM-00002207', 'RTM-00002209', 'RTM-00002209', 'RTM-00004175', 'RTM-00004176', 'RTM-00004156', 'RTM-00004155']
RTM-121;144;Métro La Rose - Allauch;Bus;009FE3;43.33497262101725, 5.456185388930843;['RTM-00002186', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000573', 'RTM-00000574', 'RTM-00004569', 'RTM-00000589', 'RTM-00000578', 'RTM-00000578', 'RTM-00000579', 'RTM-00000580', 'RTM-00002216', 'RTM-00002175', 'RTM-00002177', 'RTM-00002178', 'RTM-00002179', 'RTM-00002892', 'RTM-00002892', 'RTM-00002183', 'RTM-00002186', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000573', 'RTM-00000574', 'RTM-00004569', 'RTM-00000589', 'RTM-00000578', 'RTM-00000578', 'RTM-00000579', 'RTM-00000580', 'RTM-00002216', 'RTM-00002175', 'RTM-00002177', 'RTM-00002178', 'RTM-00002584', 'RTM-00002179', 'RTM-00002892', 'RTM-00002892', 'RTM-00002183', 'RTM-00002206', 'RTM-00002208', 'RTM-00002892', 'RTM-00002209', 'RTM-00002214', 'RTM-00002215', 'RTM-00002215', 'RTM-00002215', 'RTM-00002216', 'RTM-00002216', 'RTM-00002218', 'RTM-00000587', 'RTM-00000578', 'RTM-00004569', 'RTM-00000590', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596', 'RTM-00002206', 'RTM-00002208', 'RTM-00002892', 'RTM-00002209', 'RTM-00002584', 'RTM-00002214', 'RTM-00002215', 'RTM-00002215', 'RTM-00002215', 'RTM-00002216', 'RTM-00002216', 'RTM-00002218', 'RTM-00000587', 'RTM-00000578', 'RTM-00004569', 'RTM-00000590', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596']
RTM-107;530;Canebière Bourse - La Savine Les Pins;Bus;009FE3;43.33411396149614, 5.377164832011613;['RTM-00004406', 'RTM-00002299', 'RTM-00000420', 'RTM-00000450', 'RTM-00000451', 'RTM-00000426', 'RTM-00000528', 'RTM-00004247', 'RTM-00004249', 'RTM-00004249', 'RTM-00000529', 'RTM-00000530', 'RTM-00000106', 'RTM-00000111', 'RTM-00000111', 'RTM-00000112', 'RTM-00000132', 'RTM-00000161', 'RTM-00000162', 'RTM-00000164', 'RTM-00000171', 'RTM-00000171', 'RTM-00003486', 'RTM-00000171', 'RTM-00000171', 'RTM-00000172', 'RTM-00000172', 'RTM-00000172', 'RTM-00000173', 'RTM-00000162', 'RTM-00000125', 'RTM-00000127', 'RTM-00000127', 'RTM-00000128', 'RTM-00000132', 'RTM-00003156', 'RTM-00000138', 'RTM-00004503', 'RTM-00004249', 'RTM-00002305', 'RTM-00004247', 'RTM-00000524', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401']
RTM-108;533;Canebière Bourse - Géraniums;Bus;009640;43.317620415094176, 5.39025274464348;['RTM-00004405', 'RTM-00002299', 'RTM-00000421', 'RTM-00003836', 'RTM-00003837', 'RTM-00003751', 'RTM-00003751', 'RTM-00000208', 'RTM-00000208', 'RTM-00000210', 'RTM-00000210', 'RTM-00000210', 'RTM-00000211', 'RTM-00001022', 'RTM-00001051', 'RTM-00001051', 'RTM-00000981', 'RTM-00001010', 'RTM-00001063', 'RTM-00001067', 'RTM-00001010', 'RTM-00000981', 'RTM-00001051', 'RTM-00001051', 'RTM-00003070', 'RTM-00001055', 'RTM-00001055', 'RTM-00000217', 'RTM-00000219', 'RTM-00000221', 'RTM-00003342', 'RTM-00000379', 'RTM-00000421', 'RTM-00000380', 'RTM-00002299', 'RTM-00004401']
RTM-110;582;Canebière Bourse - Foch 5 Avenues;Bus;EA5160;43.3023012233353, 5.378856460738484;['RTM-00004405', 'RTM-00000436', 'RTM-00003835', 'RTM-00003835', 'RTM-00000421', 'RTM-00003836', 'RTM-00003837', 'RTM-00003751', 'RTM-00003751', 'RTM-00000208', 'RTM-00000208', 'RTM-00000454', 'RTM-00000429', 'RTM-00003813', 'RTM-00003813', 'RTM-00003813', 'RTM-00000473', 'RTM-00000432', 'RTM-00000473', 'RTM-00003349', 'RTM-00003349', 'RTM-00003087', 'RTM-00000473', 'RTM-00003707', 'RTM-00003342', 'RTM-00000379', 'RTM-00000421', 'RTM-00000380', 'RTM-00003835', 'RTM-00003826', 'RTM-00003826', 'RTM-00003826', 'RTM-00003828', 'RTM-00003828', 'RTM-00002051', 'RTM-00000468', 'RTM-00004401']
