Titre,Description,Horaires ISO,Horaires détaillés,Dernière date,Lieu: Nom,Lieu: Adresse,Lieu: Ville,Lieu: Code postal,Lieu: Latitude,Lieu: Longitude
ChROnOlogy PARtY,♫CLUBBING♫,2026-01-16T21:00:00+01:00 -> 2026-01-17T04:00:00+01:00,vendredi 16 janvier 2026 - 21:00 ⤏ 04:00,vendredi 16 janvier 2026,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Soirée Génération Rock,♫CLUBBING♫,2026-01-17T21:00:00+01:00 -> 2026-01-18T04:00:00+01:00,samedi 17 janvier 2026 - 21:00 ⤏ 04:00,samedi 17 janvier 2026,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
LA FOUINE,♫♫♫,2026-01-20T20:00:00+01:00 -> 2026-01-20T23:00:00+01:00,mardi 20 janvier 2026 - 20:00 ⤏ 23:00,mardi 20 janvier 2026,le Dôme,"48 Avenue de Saint-Just, 13004 Marseille",Marseille,13013,43.314877,5.404349
GENERATION CELINE,♫♫♫,2026-01-21T20:00:00+01:00 -> 2026-01-21T22:30:00+01:00,mercredi 21 janvier 2026 - 20:00 ⤏ 22:30,mercredi 21 janvier 2026,"Arena Du Pays D'Aix","1955 rue Claude Nicolas Ledoux, 13290 Aix-en-Provence",Aix-en-Provence,13290,43.482712,5.385469
Hatik,♫Rap / Hip hop♫,2026-01-23T20:30:00+01:00 -> 2026-01-23T22:30:00+01:00,vendredi 23 janvier 2026 - 20:30 ⤏ 22:30,vendredi 23 janvier 2026,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
ChROnOlogy PARtY,♫CLUBBING♫,2026-01-23T21:00:00+01:00 -> 2026-01-24T04:00:00+01:00,vendredi 23 janvier 2026 - 21:00 ⤏ 04:00,vendredi 23 janvier 2026,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Soirée Génération Rock,♫CLUBBING♫,2026-01-24T21:00:00+01:00 -> 2026-01-25T04:00:00+01:00,samedi 24 janvier 2026 - 21:00 ⤏ 04:00,samedi 24 janvier 2026,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Florent Pagny,♫♫♫,2026-01-28T20:00:00+01:00 -> 2026-01-28T22:30:00+01:00,mercredi 28 janvier 2026 - 20:00 ⤏ 22:30,mercredi 28 janvier 2026,"Arena Du Pays D'Aix","1955 rue Claude Nicolas Ledoux, 13290 Aix-en-Provence",Aix-en-Provence,13290,43.482712,5.385469
Florent Pagny,♫♫♫,2026-01-29T20:00:00+01:00 -> 2026-01-29T22:30:00+01:00,jeudi 29 janvier 2026 - 20:00 ⤏ 22:30,jeudi 29 janvier 2026,"Arena Du Pays D'Aix","1955 rue Claude Nicolas Ledoux, 13290 Aix-en-Provence",Aix-en-Provence,13290,43.482712,5.385469
LOUANE,♫♫♫,2026-01-30T20:00:00+01:00 -> 2026-01-30T23:00:00+01:00,vendredi 30 janvier 2026 - 20:00 ⤏ 23:00,vendredi 30 janvier 2026,le Dôme,"48 Avenue de Saint-Just, 13004 Marseille",Marseille,13013,43.314877,5.404349
ChROnOlogy PARtY,♫CLUBBING♫,2026-01-30T21:00:00+01:00 -> 2026-01-31T04:00:00+01:00,vendredi 30 janvier 2026 - 21:00 ⤏ 04:00,vendredi 30 janvier 2026,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Soirée Génération Rock,♫CLUBBING♫,2026-01-31T21:00:00+01:00 -> 2026-02-01T04:00:00+01:00,samedi 31 janvier 2026 - 21:00 ⤏ 04:00,samedi 31 janvier 2026,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
ChROnOlogy PARtY,♫CLUBBING♫,2026-03-06T21:00:00+01:00 -> 2026-03-07T04:00:00+01:00,vendredi 6 mars 2026 - 21:00 ⤏ 04:00,vendredi 6 mars 2026,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Ara Malikian,♫♫♫,2026-03-23T20:00:00+01:00 -> 2026-03-23T22:00:00+01:00,lundi 23 mars 2026 - 20:00 ⤏ 22:00,lundi 23 mars 2026,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
Kim Wilde,♫♫♫,2026-04-16T20:30:00+02:00 -> 2026-04-16T23:30:00+02:00,jeudi 16 avril 2026 - 20:30 ⤏ 23:30,jeudi 16 avril 2026,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
Mélanz Nasyon,♫MALOYA♫,2026-11-04T20:00:00+01:00 -> 2026-11-04T23:00:00+01:00,mercredi 4 novembre 2026 - 20:00 ⤏ 23:00,mercredi 4 novembre 2026,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
