Titre,Description,Horaires ISO,Horaires détaillés,Dernière date,Lieu: Nom,Lieu: Adresse,Lieu: Ville,Lieu: Code postal,Lieu: Latitude,Lieu: Longitude
Teksec W/ Enfan,♫♫♫,2025-04-19T23:00:00+02:00 -> 2025-04-20T05:00:00+02:00,samedi 19 avril 2025 - 23:00 ⤏ 05:00,samedi 19 avril 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Nostalgie Génération 80,♫CLUBBING♫,2025-04-19T23:00:00+02:00 -> 2025-04-20T04:30:00+02:00,samedi 19 avril 2025 - 23:00 ⤏ 04:30,samedi 19 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Ouidad,♫POP♫,2025-04-20T20:00:00+02:00 -> 2025-04-20T22:30:00+02:00,dimanche 20 avril 2025 - 20:00 ⤏ 22:30,dimanche 20 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Acoustic boom boom: Bass tong + Tuspareik,♫♫♫,2025-04-20T21:00:00+02:00 -> 2025-04-20T23:59:00+02:00,dimanche 20 avril 2025 - 21:00 ⤏ 23:59,dimanche 20 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Parade,♫POST PUNK♫,2025-04-20T21:00:00+02:00 -> 2025-04-20T23:00:00+02:00,dimanche 20 avril 2025 - 21:00 ⤏ 23:00,dimanche 20 avril 2025,"Pub de l'Europe","place de l'hôtel de ville 13800 Istres",Istres cedex,13800,43.516971,4.989782
Bœuf Stone,♫scène ouverte♫,2025-04-21T21:00:00+02:00 -> 2025-04-21T23:59:00+02:00,lundi 21 avril 2025 - 21:00 ⤏ 23:59,lundi 21 avril 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
"Boum Party: 90'20 Soap",♫♫♫,2025-04-21T21:00:00+02:00 -> 2025-04-21T23:00:00+02:00,lundi 21 avril 2025 - 21:00 ⤏ 23:00,lundi 21 avril 2025,La Voie Maltée,"7 Rue Crudère, 13006 Marseille",Marseille,13006,43.294387,5.384089
SUIF / LOINS,♫♫♫,2025-04-22T19:00:00+02:00 -> 2025-04-22T22:30:00+02:00,mardi 22 avril 2025 - 19:00 ⤏ 22:30,mardi 22 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
"Thomas Fratti ""Temps Suspendu""",♫♫♫,2025-04-22T20:00:00+02:00 -> 2025-04-22T22:30:00+02:00,mardi 22 avril 2025 - 20:00 ⤏ 22:30,mardi 22 avril 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
Concert + Jam,♫♫♫,2025-04-22T20:30:00+02:00 -> 2025-04-22T23:30:00+02:00,mardi 22 avril 2025 - 20:30 ⤏ 23:30,mardi 22 avril 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
"Jean-Michel Cabrol - ""Mosaïc Jazz 4tet""",♫JAZZ♫,2025-04-22T20:30:00+02:00 -> 2025-04-22T22:30:00+02:00,mardi 22 avril 2025 - 20:30 ⤏ 22:30,mardi 22 avril 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
"Jam Jazz de l'Inter",♫♫♫,2025-04-22T21:00:00+02:00 -> 2025-04-22T23:59:00+02:00,mardi 22 avril 2025 - 21:00 ⤏ 23:59,mardi 22 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Le bœuf du Red Lion,♫♫♫,2025-04-22T21:30:00+02:00 -> 2025-04-22T23:59:00+02:00,mardi 22 avril 2025 - 21:30 ⤏ 23:59,mardi 22 avril 2025,Red Lion,"231 Avenue Pierre Mendès France, 13008 Marseille",Marseille,13008,43.249957,5.375488
Dramachine / Larsovitch / Harrison Fueg,♫♫♫,2025-04-23T19:00:00+02:00 -> 2025-04-23T23:00:00+02:00,mercredi 23 avril 2025 - 19:00 ⤏ 23:00,mercredi 23 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
Les Jardins Sonores du Talus,♫♫♫,2025-04-23T19:00:00+02:00 -> 2025-04-23T22:00:00+02:00,mercredi 23 avril 2025 - 19:00 ⤏ 22:00,mercredi 23 avril 2025,Le TALUS,"603 Rue Saint-Pierre, 13012 Marseille",Marseille,13012,43.289991,5.426101
A. Savage / Tessina,♫♫♫,2025-04-23T19:30:00+02:00 -> 2025-04-23T22:00:00+02:00,mercredi 23 avril 2025 - 19:30 ⤏ 22:00,mercredi 23 avril 2025,Club 27,"27, rue d'Anvers13004 Marseille",Marseille,13004,43.303056,5.395165
Swift Guad / Dibson / Zicler / Saytam / SKBZ,♫RAP♫,2025-04-23T20:00:00+02:00 -> 2025-04-23T23:59:00+02:00,mercredi 23 avril 2025 - 20:00 ⤏ 23:59,mercredi 23 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
FINALE TREMPLIN ORIZON SUD,♫♫♫,2025-04-23T20:00:00+02:00 -> 2025-04-23T23:59:00+02:00,mercredi 23 avril 2025 - 20:00 ⤏ 23:59,mercredi 23 avril 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Thomas Fratti,♫♫♫,2025-04-23T20:00:00+02:00 -> 2025-04-23T23:00:00+02:00,mercredi 23 avril 2025 - 20:00 ⤏ 23:00,mercredi 23 avril 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
A vous les studios,♫♫♫,2025-04-23T20:00:00+02:00 -> 2025-04-23T23:00:00+02:00,mercredi 23 avril 2025 - 20:00 ⤏ 23:00,mercredi 23 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
EASTWOOD SYMPHONIC,♫♫♫,2025-04-23T20:00:00+02:00 -> 2025-04-23T22:00:00+02:00,mercredi 23 avril 2025 - 20:00 ⤏ 22:00,mercredi 23 avril 2025,Opéra de Marseille,"2 Rue Molière, 13001 Marseille",Marseille,13001,43.293627,5.376049
Les Musiques des Films de Marcel Pagnol,♫ ♫♫,2025-04-23T20:00:00+02:00 -> 2025-04-23T22:00:00+02:00,mercredi 23 avril 2025 - 20:00 ⤏ 22:00,mercredi 23 avril 2025,Théâtre Comoedia,"13 Cours Maréchal Foch, 13400 Aubagne",Aubagne,13400,43.293447,5.567129
Jean DIONISI Jazz Band,♫JAZZ♫,2025-04-23T20:00:00+02:00 -> 2025-04-23T22:00:00+02:00,mercredi 23 avril 2025 - 20:00 ⤏ 22:00,mercredi 23 avril 2025,Hôtel C2,"48 rue Roux de Brignoles, 13006 Marseille",Marseille,13006,43.289887,5.373288
Julien Brunetaud et Patrick Ferné,♫Boogie Jazz and Swing New Orleans♫,2025-04-23T20:30:00+02:00 -> 2025-04-23T23:00:00+02:00,mercredi 23 avril 2025 - 20:30 ⤏ 23:00,mercredi 23 avril 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
Soirée Metal,♫♫♫,2025-04-23T21:00:00+02:00 -> 2025-04-24T03:00:00+02:00,mercredi 23 avril 2025 - 21:00 ⤏ 03:00,mercredi 23 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
La Metro Jam,♫SCENE LIBRE♫,2025-04-23T21:00:00+02:00 -> 2025-04-23T23:30:00+02:00,mercredi 23 avril 2025 - 21:00 ⤏ 23:30,mercredi 23 avril 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
TWERKISTAN: VERSUS,♫♫♫,2025-04-23T22:00:00+02:00 -> 2025-04-24T04:00:00+02:00,mercredi 23 avril 2025 - 22:00 ⤏ 04:00,mercredi 23 avril 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
ELECTRIC RASTRELLO / FRANCKY LA NIGHT,♫♫♫,2025-04-24T19:00:00+02:00 -> 2025-04-24T22:00:00+02:00,jeudi 24 avril 2025 - 19:00 ⤏ 22:00,jeudi 24 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
Cascino trio,♫♫♫,2025-04-24T19:00:00+02:00 -> 2025-04-24T21:00:00+02:00,jeudi 24 avril 2025 - 19:00 ⤏ 21:00,jeudi 24 avril 2025,Le Comoedia,"14 rue Paul Vaillant Couturier, 13140 Miramas",Miramas,13140,43.581697,5.002788
A. SAVAGE (solo) + TESSINA (solo),♫♫♫,2025-04-24T19:30:00+02:00 -> 2025-04-24T22:30:00+02:00,jeudi 24 avril 2025 - 19:30 ⤏ 22:30,jeudi 24 avril 2025,Club 27,"27, rue d'Anvers13004 Marseille",Marseille,13004,43.303056,5.395165
Black Glasses,♫ROCK COVERBAND♫,2025-04-24T19:30:00+02:00 -> 2025-04-24T22:00:00+02:00,jeudi 24 avril 2025 - 19:30 ⤏ 22:00,jeudi 24 avril 2025,"O'Warm",3 cours gouffé 13006 Marseille,Marseille,13006,43.286329,5.386347
DÎNER JAZZ&WINE STORIES: Cathy HEITING,♫♫♫,2025-04-24T19:30:00+02:00 -> 2025-04-24T21:30:00+02:00,jeudi 24 avril 2025 - 19:30 ⤏ 21:30,jeudi 24 avril 2025,Le Cloître,20 bd madeleine rémusat 13013 Marseille,Marseille,13013,43.335634,5.423801
Veronica Charnley,♫♫♫,2025-04-24T19:30:00+02:00 -> 2025-04-24T21:30:00+02:00,jeudi 24 avril 2025 - 19:30 ⤏ 21:30,jeudi 24 avril 2025,Le Non-Lieu,"67 rue de La Palud, 13006 Marseille",Marseille,13006,43.292627,5.380519
Jam & Dance,♫♫♫,2025-04-24T20:00:00+02:00 -> 2025-04-24T23:59:00+02:00,jeudi 24 avril 2025 - 20:00 ⤏ 23:59,jeudi 24 avril 2025,Brasserie des Milles (735 Rue du Lieutenant Parayre),", 13290 Aix-en-Provence",Aix-en-Provence,,43.529842,5.447474
Les jeudis Jam Sessions,♫♫♫,2025-04-24T20:00:00+02:00 -> 2025-04-24T23:00:00+02:00,jeudi 24 avril 2025 - 20:00 ⤏ 23:00,jeudi 24 avril 2025,Le Grand Comptoir,"5675 Rte d'Avignon, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.547722,5.428232
DIDIER SUPER,♫♫♫,2025-04-24T20:00:00+02:00 -> 2025-04-24T22:30:00+02:00,jeudi 24 avril 2025 - 20:00 ⤏ 22:30,jeudi 24 avril 2025,Les Arcades,"avenue Gaston Berger, chemin du coton rouge 13100 Aix-en-Provence",Aix-en-Provence,13090,43.513771,5.452569
Cabaraï Edition DEY DEY,♫DJ SET♫,2025-04-24T20:30:00+02:00 -> 2025-04-25T01:30:00+02:00,jeudi 24 avril 2025 - 20:30 ⤏ 01:30,jeudi 24 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
HIPPOCAMPE FOU,♫RAP HIP-HOP♫,2025-04-24T20:30:00+02:00 -> 2025-04-24T23:00:00+02:00,jeudi 24 avril 2025 - 20:30 ⤏ 23:00,jeudi 24 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
Jonn Toad & JTSS / ZEK / GARCES KELLY,♫♫♫,2025-04-24T21:00:00+02:00 -> 2025-04-24T23:59:00+02:00,jeudi 24 avril 2025 - 21:00 ⤏ 23:59,jeudi 24 avril 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
"Perreoland by DJ Lina présente, Calle pero Elegante",♫♫♫,2025-04-24T21:30:00+02:00 -> 2025-04-25T01:30:00+02:00,jeudi 24 avril 2025 - 21:30 ⤏ 01:30,jeudi 24 avril 2025,La Dame du Mont,"30-32 Place Notre Dame Du mont, 13006 Marseille",Marseille,13006,43.291527,5.384469
"samedi ça vous dit: Chopin, Melodies",♫♫♫,2025-04-25T17:00:00+02:00 -> 2025-04-25T18:30:00+02:00,vendredi 25 avril 2025 - 17:00 ⤏ 18:30,vendredi 25 avril 2025,La Chaudronnerie,"19, Promenade Jeff Musso, 13600 La Ciotat",La Ciotat,13600,43.172187,5.603839
TRIO KITHARA,♫♫♫,2025-04-25T19:00:00+02:00 -> 2025-04-25T21:00:00+02:00,vendredi 25 avril 2025 - 19:00 ⤏ 21:00,vendredi 25 avril 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
CECILE TROISI Quintet,♫♫♫,2025-04-25T19:00:00+02:00 -> 2025-04-25T21:00:00+02:00,vendredi 25 avril 2025 - 19:00 ⤏ 21:00,vendredi 25 avril 2025,Hôtel MOXY,756 Avenue Emile Bodin  13600 La Ciotat,La Ciotat,13600,43.198468,5.592103
Festival Basses Fréquences 2025,♫ELECTRO♫,2025-04-25T20:00:00+02:00 -> 2025-04-26T06:00:00+02:00,vendredi 25 avril 2025 - 20:00 ⤏ 06:00,vendredi 25 avril 2025,Stadium de Vitrolles,13127 Vitrolles,Vitrolles,13127,43.45937,5.248264
Fonky Festival De Mars #2,♫ELECTRO♫,2025-04-25T20:00:00+02:00 -> 2025-04-26T01:00:00+02:00,vendredi 25 avril 2025 - 20:00 ⤏ 01:00,vendredi 25 avril 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
BRANCO MEDS / COLD BLOSSOM,♫♫♫,2025-04-25T20:00:00+02:00 -> 2025-04-25T22:30:00+02:00,vendredi 25 avril 2025 - 20:00 ⤏ 22:30,vendredi 25 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
LES FATALS PICARDS «fêtent leurs 25 ans»,♫♫♫,2025-04-25T20:00:00+02:00 -> 2025-04-25T22:30:00+02:00,vendredi 25 avril 2025 - 20:00 ⤏ 22:30,vendredi 25 avril 2025,La Rotonde (Chemin Du Mas De Lafont),13160 Chateaurenard,Châteaurenard,13160,43.882045,4.85568
THOMAS DUTRONC,♫♫♫,2025-04-25T20:00:00+02:00 -> 2025-04-25T22:00:00+02:00,vendredi 25 avril 2025 - 20:00 ⤏ 22:00,vendredi 25 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
BIG FEET / COLORKODE,♫♫♫,2025-04-25T20:30:00+02:00 -> 2025-04-25T23:59:00+02:00,vendredi 25 avril 2025 - 20:30 ⤏ 23:59,vendredi 25 avril 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
the little BAND theory,♫♫♫,2025-04-25T20:30:00+02:00 -> 2025-04-25T23:30:00+02:00,vendredi 25 avril 2025 - 20:30 ⤏ 23:30,vendredi 25 avril 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
"Festival ""La nuit des griots"": HABIB KOITÉ & BAMADA + CRAZYKWANI",♫♫♫,2025-04-25T20:30:00+02:00 -> 2025-04-25T23:30:00+02:00,vendredi 25 avril 2025 - 20:30 ⤏ 23:30,vendredi 25 avril 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Thomas de Pourquery,♫♫♫,2025-04-25T20:30:00+02:00 -> 2025-04-25T23:00:00+02:00,vendredi 25 avril 2025 - 20:30 ⤏ 23:00,vendredi 25 avril 2025,"l'usine","Ancienne route de Fos - R.N 569, 13800 Istres",Istres,13800,43.521217,4.945488
Swing Cockt’elles,♫♫♫,2025-04-25T20:30:00+02:00 -> 2025-04-25T22:30:00+02:00,vendredi 25 avril 2025 - 20:30 ⤏ 22:30,vendredi 25 avril 2025,La manufacture,10 rue des allumettes 13090 Aix-en-Provence,Aix-en-Provence,13627,43.524086,5.439456
Salsa Jazz Quartet,♫♫♫,2025-04-25T20:30:00+02:00 -> 2025-04-25T22:30:00+02:00,vendredi 25 avril 2025 - 20:30 ⤏ 22:30,vendredi 25 avril 2025,Le Non-Lieu,"67 rue de La Palud, 13006 Marseille",Marseille,13006,43.292627,5.380519
ChROnOlogy PARtY,♫CLUBBING♫,2025-04-25T21:00:00+02:00 -> 2025-04-26T04:00:00+02:00,vendredi 25 avril 2025 - 21:00 ⤏ 04:00,vendredi 25 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Little Dub Session # 5,♫♫♫,2025-04-25T21:00:00+02:00 -> 2025-04-26T02:00:00+02:00,vendredi 25 avril 2025 - 21:00 ⤏ 02:00,vendredi 25 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Elise Vassallucci release partie,♫♫♫,2025-04-25T21:00:00+02:00 -> 2025-04-25T23:59:00+02:00,vendredi 25 avril 2025 - 21:00 ⤏ 23:59,vendredi 25 avril 2025,La caverne Jazz,20 bd Fifi Turin 13010 Marseille,Marseille,13010,43.27961,5.412388
Swing du sud invite Florence Verdi,♫JAZZ MANOUCHE♫,2025-04-25T21:00:00+02:00 -> 2025-04-25T23:30:00+02:00,vendredi 25 avril 2025 - 21:00 ⤏ 23:30,vendredi 25 avril 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Micro ouvert Chanson française,♫♫♫,2025-04-25T21:30:00+02:00 -> 2025-04-25T23:59:00+02:00,vendredi 25 avril 2025 - 21:30 ⤏ 23:59,vendredi 25 avril 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
UNE BULLE HORS DU TEMPS,♫♫♫,2025-04-26T16:30:00+02:00 -> 2025-04-26T18:00:00+02:00,samedi 26 avril 2025 - 16:30 ⤏ 18:00,samedi 26 avril 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
CONCERT DU CHŒUR,♫♫♫,2025-04-26T17:00:00+02:00 -> 2025-04-26T18:30:00+02:00,samedi 26 avril 2025 - 17:00 ⤏ 18:30,samedi 26 avril 2025,Opéra de Marseille (Foyer Ernest Reyer),"2 Rue Molière, 13001 Marseille",Marseille,13001,43.293348,5.37588
Double Oai à La Plaine: Oai Reggae Party,♫REGGAE♫,2025-04-26T18:00:00+02:00 -> 2025-04-26T23:59:00+02:00,samedi 26 avril 2025 - 18:00 ⤏ 23:59,samedi 26 avril 2025,Galette Records,"70, Rue des trois frères Barthélemy 13006 Marseille",Marseille,13000,43.293544,5.387135
DAGERMAN / INDIKATOR B / PROTO / WETWALLS,♫hardcore♫,2025-04-26T19:00:00+02:00 -> 2025-04-26T23:59:00+02:00,samedi 26 avril 2025 - 19:00 ⤏ 23:59,samedi 26 avril 2025,La salle gueule,"8 rue d'italie, 13006 Marseille",Marseille,13006,43.290571,5.38162
LA CASA FANTOM / TORPEDO / RAN,♫♫♫,2025-04-26T19:00:00+02:00 -> 2025-04-26T22:00:00+02:00,samedi 26 avril 2025 - 19:00 ⤏ 22:00,samedi 26 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
Alexis TCHOLAKIAN invite Gilles GRIVOLLA,♫JAZZ♫,2025-04-26T19:30:00+02:00 -> 2025-04-26T21:30:00+02:00,samedi 26 avril 2025 - 19:30 ⤏ 21:30,samedi 26 avril 2025,"Roll'Studio",17 rue des Muettes 13002 Marseille,Marseille,13002,43.298857,5.368159
Festival Basses Fréquences 2025,♫ELECTRO♫,2025-04-26T20:00:00+02:00 -> 2025-04-27T06:00:00+02:00,samedi 26 avril 2025 - 20:00 ⤏ 06:00,samedi 26 avril 2025,Stadium de Vitrolles,13127 Vitrolles,Vitrolles,13127,43.45937,5.248264
Fonky Festival De Mars #2,♫ELECTRO♫,2025-04-26T20:00:00+02:00 -> 2025-04-27T01:00:00+02:00,samedi 26 avril 2025 - 20:00 ⤏ 01:00,samedi 26 avril 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Big Band du CNRS,♫SALSA♫,2025-04-26T20:00:00+02:00 -> 2025-04-26T22:30:00+02:00,samedi 26 avril 2025 - 20:00 ⤏ 22:30,samedi 26 avril 2025,Maloca,"47, rue Fortuné Jourdan13003 Marseille",Marseille,13003,43.311096,5.386204
Festival La nuit des Griots: Afel Bocoum,♫♫♫,2025-04-26T20:00:00+02:00 -> 2025-04-26T22:30:00+02:00,samedi 26 avril 2025 - 20:00 ⤏ 22:30,samedi 26 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
SWALLOW THE SUN + Guest,♫♫♫,2025-04-26T20:30:00+02:00 -> 2025-04-26T23:59:00+02:00,samedi 26 avril 2025 - 20:30 ⤏ 23:59,samedi 26 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Almost,♫ROCK COVERBAND♫,2025-04-26T20:30:00+02:00 -> 2025-04-26T23:30:00+02:00,samedi 26 avril 2025 - 20:30 ⤏ 23:30,samedi 26 avril 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
Dagoba,♫METAL♫,2025-04-26T20:30:00+02:00 -> 2025-04-26T23:00:00+02:00,samedi 26 avril 2025 - 20:30 ⤏ 23:00,samedi 26 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
"""You know what""",♫♫♫,2025-04-26T20:30:00+02:00 -> 2025-04-26T22:30:00+02:00,samedi 26 avril 2025 - 20:30 ⤏ 22:30,samedi 26 avril 2025,Espass Rognac,99 bis bd Jean jaures 13340 Rognac,Rognac,13340,43.488047,5.232919
TROIS CAFÉS GOURMANDS,♫Variété française / Chanson♫,2025-04-26T20:30:00+02:00 -> 2025-04-26T22:30:00+02:00,samedi 26 avril 2025 - 20:30 ⤏ 22:30,samedi 26 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
"SORE: VINCENT BEER-DEMANDER, SALVATORE DELLA VECHIA, NOV MANDOLINE & MÉLIS QUINTET",♫♫♫,2025-04-26T20:30:00+02:00 -> 2025-04-26T22:30:00+02:00,samedi 26 avril 2025 - 20:30 ⤏ 22:30,samedi 26 avril 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
Soirée Génération Rock,♫CLUBBING♫,2025-04-26T21:00:00+02:00 -> 2025-04-27T04:00:00+02:00,samedi 26 avril 2025 - 21:00 ⤏ 04:00,samedi 26 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Volya Release Party + Sable Sorcière + Catalogue,♫♫♫,2025-04-26T21:00:00+02:00 -> 2025-04-27T00:30:00+02:00,samedi 26 avril 2025 - 21:00 ⤏ 00:30,samedi 26 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Ledeunff,♫♫♫,2025-04-26T21:00:00+02:00 -> 2025-04-26T23:59:00+02:00,samedi 26 avril 2025 - 21:00 ⤏ 23:59,samedi 26 avril 2025,La Voie Maltée,"7 Rue Crudère, 13006 Marseille",Marseille,13006,43.294387,5.384089
"RALPH ALESSI, MARC DUCRET, JIM BLACK",♫JAZZ♫,2025-04-26T21:00:00+02:00 -> 2025-04-26T23:00:00+02:00,samedi 26 avril 2025 - 21:00 ⤏ 23:00,samedi 26 avril 2025,Théâtre de Fontblanche,"Allée des artistes, 13127 Vitrolles",Vitrolles,13127,43.421071,5.283119
Charly Ren 5tet,♫Cumbia & salsa♫,2025-04-26T21:30:00+02:00 -> 2025-04-26T23:59:00+02:00,samedi 26 avril 2025 - 21:30 ⤏ 23:59,samedi 26 avril 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Chichi et Banane,♫♫♫,2025-04-26T21:30:00+02:00 -> 2025-04-26T23:59:00+02:00,samedi 26 avril 2025 - 21:30 ⤏ 23:59,samedi 26 avril 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
Soul Train,♫♫♫,2025-04-26T23:00:00+02:00 -> 2025-04-27T04:00:00+02:00,samedi 26 avril 2025 - 23:00 ⤏ 04:00,samedi 26 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Mfumbili #4,♫♫♫,2025-04-27T12:00:00+02:00 -> 2025-04-27T17:00:00+02:00,dimanche 27 avril 2025 - 12:00 ⤏ 17:00,dimanche 27 avril 2025,Douceur Piquante,"17, rue de l'évêché, 13002 Marseille",Marseille,13002,43.298267,5.365839
PicSounds,♫♫♫,2025-04-27T14:30:00+02:00 -> 2025-04-27T18:30:00+02:00,dimanche 27 avril 2025 - 14:30 ⤏ 18:30,dimanche 27 avril 2025,PIC (Pôle Instrumental Contemporain),36 montée Antoine Castejon 13016 MARSEILLE,Marseille,13016,43.363797,5.306869
Up Town Music Band #19,♫♫♫,2025-04-27T18:30:00+02:00 -> 2025-04-27T20:30:00+02:00,dimanche 27 avril 2025 - 18:30 ⤏ 20:30,dimanche 27 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Bœuf Stone,♫scène ouverte♫,2025-04-28T21:00:00+02:00 -> 2025-04-28T23:59:00+02:00,lundi 28 avril 2025 - 21:00 ⤏ 23:59,lundi 28 avril 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
JAZZ’N CITÉ,♫♫♫,2025-04-28T21:00:00+02:00 -> 2025-04-28T23:00:00+02:00,lundi 28 avril 2025 - 21:00 ⤏ 23:00,lundi 28 avril 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
PIERRE GARNIER,♫♫♫,2025-04-29T20:00:00+02:00 -> 2025-04-29T23:00:00+02:00,mardi 29 avril 2025 - 20:00 ⤏ 23:00,mardi 29 avril 2025,le Dôme,"48 Avenue de Saint-Just, 13004 Marseille",Marseille,13013,43.314877,5.404349
"AMOUREUSE BALADE DE FRED MUHL VALENTIN | VINCENT SCOTTO, LE MARSEILLAIS AUX 4000 CHANSONS",♫♫♫,2025-04-29T20:00:00+02:00 -> 2025-04-29T23:00:00+02:00,mardi 29 avril 2025 - 20:00 ⤏ 23:00,mardi 29 avril 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
LORDS OF THE SOUND,♫♫♫,2025-04-29T20:00:00+02:00 -> 2025-04-29T22:30:00+02:00,mardi 29 avril 2025 - 20:00 ⤏ 22:30,mardi 29 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
Concert + Jam,♫♫♫,2025-04-29T20:30:00+02:00 -> 2025-04-29T23:30:00+02:00,mardi 29 avril 2025 - 20:30 ⤏ 23:30,mardi 29 avril 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
