ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
RTM-00003594;;St Jean;43.323727, 5.492082;854 ROUTE DES 4 SAISONS  ALLAUCH 13190;;;0;;;2
RTM-00000126;;St Joseph;43.346211, 5.378219;;;;0;;;1
RTM-00002004;;St Joseph Bon Pasteur;43.252164, 5.418741;;;;0;;;2
RTM-00000125;;St Joseph Les Lions;43.348329, 5.376078;;;;0;;;2
RTM-00000988;;St Joseph Les Lions;43.348708, 5.376191;;;;0;;;2
RTM-00000889;;St Julien;43.31385168, 5.44738412;;;;0;;;2
RTM-00000846;;St Julien Helvétie;43.31014908, 5.44191769;;;;0;;;2
RTM-00001103;;St Just Achard;43.313499, 5.402496;;;;0;;;2
RTM-00002038;;St Just Hôtel du Département;43.313987, 5.405852;;;;0;;;2
RTM-00001123;;St Just Ivaldi;43.311107, 5.400741;;;;0;;;2
RTM-00002015;;St Just Le Dôme;43.315118, 5.402553;;;;0;;;2
RTM-00004041;;St Jérôme Faculté;43.336462, 5.410166;AVENUE ESCADRILLE NORMANDIE-NIEMEN  MARSEILLE 13013;;;0;;;1
RTM-00004060;;St Jérôme Faculté;43.336308, 5.410068;AVENUE ESCADRILLE NORMANDIE-NIEMEN  MARSEILLE 13013;;;0;;;1
RTM-00004058;;St Jérôme IUT;43.340661, 5.409958;AVENUE ESCADRILLE NORMANDIE-NIEMEN  MARSEILLE 13014;;;0;;;1
RTM-00003933;;St Jérôme Parking Relais;43.342681, 5.410283;RUE DU PÈBRE D'AIL  MARSEILLE 13014;;;0;;;1
RTM-00004022;;St Louis;43.347995, 5.358966;;;;0;;;1
RTM-00003971;;St Louis Camau;43.349924, 5.358887;;;;0;;;2
RTM-00004025;;St Louis La Poste;43.341127, 5.360576;RUE DE LYON  MARSEILLE 13015  caméra sur BIV;;;0;;;1
RTM-00000991;;St Louis Picardie;43.347275, 5.368893;;;;0;;;2
RTM-00001000;;St Louis Picardie;43.347202, 5.369283;;;;0;;;2
RTM-00000040;;St Louis Rove;43.348253, 5.357659;;;;0;;;1
RTM-00003969;;St Louis Susini;43.346169, 5.359283;;;;0;;;1
RTM-00001627;;St Loup de Trets;43.283901, 5.435273;;;;0;;;2
RTM-00001306;;St Loup Florian;43.2816731, 5.42799443;5 BOULEVARD DE SAINT-LOUP  MARSEILLE 13010;;;0;;;2
RTM-00002606;;St Marcel Cavaillon;43.286644, 5.467788;;;;0;;;2
RTM-00003519;;St Menet Buzine;43.292773, 5.494862;;;;0;;;2
RTM-00003522;;St Menet Pompiers;43.289287, 5.496338;fiche horaires du 3525;;;0;;;1
RTM-00003525;;St Menet Village;43.288579, 5.499749;D2  MARSEILLE 13011;;;0;;;2
RTM-00000672;;St Mitre;43.342509, 5.42039;;;;0;;;2
RTM-00000709;;St Mitre;43.342661, 5.42025;;;;0;;;2
RTM-00004556;;St Mitre;43.34259117, 5.41891158;;;;0;;;2
RTM-00000710;;St Mitre Ecoles;43.34119, 5.419878;;;;0;;;2
RTM-00004555;;St Mitre Eglise;43.34497331, 5.41620281;;;;0;;;2
RTM-00001080;;St Mitre Party;43.347144, 5.41577;;;;0;;;2
RTM-00003092;;St Pierre;43.29176736, 5.41370723;RUE SAINT-PIERRE  MARSEILLE 13010;;;0;;;1
RTM-00001159;;St Pierre Jeannette;43.290578, 5.422908;;;;0;;;2
RTM-00001158;;St Pierre Petite Porte;43.290436, 5.419831;;;;0;;;2
RTM-00001233;;St Pierre Ste Thérèse;43.291535, 5.410451;;;;0;;;2
RTM-00002184;;St Roch;43.339295, 5.484217;;;;0;;;2
RTM-00001534;;St Savournin Barbaroux;43.2980261, 5.38774252;;;;0;;;1
RTM-00001278;;St Thys;43.281077, 5.439237;CHEMIN RURAL DE LA VALBARELLE À SAINT-MARCEL  MARSEILLE 13010;;;0;;;1
RTM-00001302;;St Thys;43.281196, 5.439107;53 CHEMIN RURAL DE LA VALBARELLE À SAINT-MARCEL  MARSEILLE 13010;;;0;;;1
RTM-00001676;;St Tronc Gauloise;43.267823, 5.426887;;;;0;;;2
RTM-00001647;;St Tronc La Rose;43.268928, 5.420394;;;;0;;;2
RTM-00001670;;St Tronc Transformateur;43.266855, 5.426963;;;;0;;;2
RTM-00001402;;St Victor;43.289885, 5.366972;;;;0;;;2
RTM-00001439;;St Victor;43.289906, 5.367067;;;;0;;;2
RTM-00001296;;Stade Coder;43.287347, 5.446708;;;;0;;;2
RTM-00000707;;Stade Mallet;43.34677374, 5.42705774;;;;0;;;2
RTM-00002019;;Stade Vallier;43.300141, 5.40066906;;;;0;;;1
RTM-00003861;;Stade Vallier;43.299988, 5.400309;;;;0;;;1
RTM-00001881;;Ste Anne;43.256971, 5.39421;;;;0;;;2
RTM-00001800;;Ste Anne Haïfa;43.254676, 5.3941;;;;0;;;1
RTM-00001889;;Ste Marguerite;43.268173, 5.406417;;;;0;;;2
RTM-00001912;;Ste Marguerite;43.268386, 5.405712;BOULEVARD DE SAINTE-MARGUERITE  MARSEILLE 13009;;;0;;;2
RTM-00002880;;Ste Marguerite Vauthier;43.266206, 5.408474;;;;0;;;1
RTM-00000215;;Ste Marthe Bougie;43.321552, 5.389425;;;;0;;;2
RTM-00000216;;Ste Marthe Colonel;43.31938, 5.390044;;;;0;;;2
RTM-00004251;;Ste Trinité;43.24782857, 5.40637046;AVENUE DE LATTRE DE TASSIGNY  MARSEILLE 13009;;;0;;;1
RTM-00004252;;Ste Trinité;43.24787741, 5.40648848;43 AVENUE DE LATTRE DE TASSIGNY  MARSEILLE 13009;;;0;;;1
RTM-00000452;;Strasbourg;43.309424, 5.379296;58 BOULEVARD DE STRASBOURG  MARSEILLE 13003;;;0;;;1
RTM-00002128;;Susini Marie Louise;43.339806, 5.413652;descente sur accotement piéton;;;0;;;2
RTM-00002131;;Susini Marie Louise;43.339725, 5.413641;;;;0;;;2
RTM-00004046;;Technopôle Centrale Med;43.342404, 5.436608;RUE FRÉDÉRIC JOLIOT-CURIE  MARSEILLE 13013;;;0;;;1
RTM-00000246;;Terminal Croisières;43.33891637, 5.34903477;;;;0;;;2
RTM-00000275;;Terminal Croisières;43.338976, 5.348119;CHEMIN DU LITTORAL  MARSEILLE 13015;;;0;;;1
RTM-00001007;;Théâtre du Merlan;43.330481, 5.397993;;;;0;;;1
RTM-00002054;;Théâtre La Criée;43.2925286, 5.36646757;QUAI DE RIVE-NEUVE  MARSEILLE 13007;;;0;;;1
RTM-00001709;;Tiboulen;43.245219, 5.372899;;;;0;;;1
RTM-00000336;;Tir Le Mail;43.33317, 5.39861342;RUE MAHBOUBI TIR  MARSEILLE 13014;;;0;;;1
RTM-00001760;;Tomasi;43.24544499, 5.41163027;arrêt renommé Tomasi  20/10/2016;;;0;;;1
RTM-00004101;;Toulon Delphes;43.285465, 5.387361;AVENUE DE TOULON  MARSEILLE 13006;;;0;;;2
RTM-00001263;;Toulon Isly;43.284666, 5.392433;;;;0;;;2
RTM-00000441;;Tourette Cathédrale;43.29802771, 5.36442124;;;;0;;;1
RTM-00002156;;Transformateur;43.35852432, 5.46658267;70 AVENUE LOUIS PASTEUR  PLAN-DE-CUQUES 13380;;;0;;;1
RTM-00000155;;Traverse de l'Oasis;43.348905, 5.36633;;;;0;;;2
RTM-00002717;;Trévaresse Cité Jardin;43.296249, 5.410179;;;;0;;;2
RTM-00002729;;Trévaresse Cité Jardin;43.296322, 5.410065;;;;0;;;2
RTM-00000190;;Tuves Bosphore;43.367681, 5.363447;;;;0;;;2
RTM-00004165;;Val des Bois;43.26405541, 5.4227149;CHEMIN DU VAL-DES-BOIS  MARSEILLE 13009;;;0;;;2
RTM-00004168;;Val des Bois;43.264224, 5.422869;CHEMIN DU VAL-DES-BOIS  MARSEILLE 13009;;;0;;;2
RTM-00003931;;Val Plan;43.334815, 5.432617;;;;0;;;2
RTM-00001295;;Valbarelle Andreu;43.288116, 5.450157;;;;0;;;2
RTM-00001322;;Valbarelle Coder;43.288665, 5.457792;;;;0;;;2
RTM-00001282;;Valbarelle Heckel;43.286268, 5.443829;14 BOULEVARD DE LA VALBARELLE  MARSEILLE 13011;;;0;;;1
RTM-00001294;;Valbarelle Lanfranchi;43.288629, 5.454117;;;;0;;;2
RTM-00001082;;Valdonne Hôpital Laveran;43.325823, 5.416392;;;;0;;;2
RTM-00004008;;Vallon d'Ol Bourrély;43.385122, 5.361823;;;;0;;;2
RTM-00002064;;Vallon de l'Oriol;43.275791, 5.358851;176 CORNICHE PRÉSIDENT JOHN F. KENNEDY  MARSEILLE 13007;;;0;;;1
RTM-00002077;;Vallon de l'Oriol;43.27596565, 5.3589508;CORNICHE PRÉSIDENT JOHN F. KENNEDY  MARSEILLE 13007;;;0;;;1
RTM-00002100;;Vallon de l'Oriol;43.27986103, 5.36410689;TRAVERSE CHANOT  MARSEILLE 13007;;;0;;;2
RTM-00002078;;Vallon de la Baudille;43.27719, 5.357008;;;;0;;;1
RTM-00001662;;Vallon de Toulouse;43.268184, 5.416573;;;;0;;;1
RTM-00002754;;Vallon du Redon;43.2486, 5.425242;RUE NICOLE ZEMMOUR  MARSEILLE 13009;;;0;;;2
RTM-00001478;;Vallon Jourdan;43.28636321, 5.36300607;;;;0;;;1
RTM-00001963;;Valmante;43.25031, 5.416772;;;;0;;;2
RTM-00001680;;Verdillon;43.276007, 5.42269;;;;0;;;1
RTM-00001721;;Verrerie;43.234423, 5.359604;;;;0;;;2
RTM-00001708;;Vieille Chapelle;43.248411, 5.374753;;;;0;;;1
RTM-00004189;;Vieux Chemin d'Endoume;43.28625868, 5.36100898;RUE D'ENDOUME  MARSEILLE 13007;;;0;;;2
RTM-00004197;;Vieux Chemin d'Endoume;43.286178, 5.36111;RUE D'ENDOUME  MARSEILLE 13007;;;0;;;2
RTM-00004338;;Vieux Port;43.29463374, 5.37371323;QUAI DES BELGES  MARSEILLE 13001;;;0;;;0
RTM-00004392;;Vieux Port Ballard;43.29326, 5.374497;14 COURS JEAN BALLARD  MARSEILLE 13001;;;0;;;1
RTM-00002285;;Vieux-Port;43.295639, 5.3741815;;;;0;;;2
RTM-00002300;;Vieux-Port;43.2956545, 5.3742465;;;;0;;;2
RTM-00000638;;Village Estellan;43.292066, 5.473423;;;;0;;;2
RTM-00001024;;Villecroze Bougie;43.322447, 5.3924;;;;0;;;2
RTM-00001023;;Villecroze Marronniers;43.319724, 5.392081;;;;0;;;2
RTM-00000151;;Visitation;43.337736, 5.367125;;;;0;;;2
RTM-00001994;;Viton Le Brix;43.261778, 5.404714;;;;0;;;2
RTM-00000226;;Voltaire St Charles;43.30314, 5.385139;;;;0;;;2
RTM-00003238;;William Booth;43.292623, 5.436877;;;;0;;;1
RTM-00003249;;William Booth;43.292699, 5.436803;;;;0;;;1
RTM-00002988;;ZA de la Haute Bédoule;43.403217, 5.35641;CHEMIN DE LA DESSERTE CÔTÉ NORD  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00000184;;ZI de la Delorme;43.340483, 5.365407;;;;0;;;1
RTM-00001923;;Zénatti Lancier;43.245795, 5.383925;;;;0;;;2
RTM-00001937;;Zénatti Malrieu;43.246322, 5.388298;;;;0;;;2
RTM-00000182;;4 Chemins des Aygalades;43.345998, 5.366084;;;;0;;;2
RTM-00000992;;4 Chemins des Aygalades;43.346393, 5.365527;;;;0;;;2
RTM-00000212;;5 Avenues Burel;43.31757281, 5.39009232;;;;0;;;2
RTM-00001022;;5 Avenues Burel;43.317125, 5.390096;RUE DU DOCTEUR LÉON PERRIN  MARSEILLE 13014;;;0;;;2
RTM-00001218;;AFPA La Treille;43.308107, 5.509729;;;;0;;;2
RTM-00001971;;Aiguier Cantini;43.258137, 5.403419;;;;0;;;2
RTM-00001970;;Aiguier CNRS;43.256227, 5.405153;;;;0;;;2
RTM-00002185;;Allauch;43.336808, 5.482826;;;;0;;;2
RTM-00001896;;Allée des Pins;43.254547, 5.420425;;;;0;;;2
RTM-00002721;;Alpes Leman;43.30037248, 5.41525662;BOULEVARD DES ALPES  MARSEILLE 13012;;;0;;;2
RTM-00003498;;Ansaldi La Javie;43.335467, 5.399639;LES FLAMANTS  MARSEILLE 13014;;;0;;;1
RTM-00001911;;Antide Boyer;43.26526, 5.408995;;;;0;;;1
RTM-00001974;;Aubert Coin Joli;43.26393095, 5.40474036;;;;0;;;2
RTM-00004354;;Audisio Santa Cruz;43.342386, 5.405634;LA CERISAIE  MARSEILLE 13014;;;0;;;2
RTM-00004359;;Audisio Santa Cruz;43.342329, 5.405665;LA CERISAIE  MARSEILLE 13014;;;0;;;2
RTM-00000560;;Auphan Félix Pyat;43.316683, 5.374425;13 RUE AUPHAN  MARSEILLE 13003;;;0;;;1
RTM-00002468;;Baille;43.2881685, 5.3919765;;;;0;;;2
RTM-00001256;;Baille Vertus;43.288595, 5.393392;;;;0;;;2
RTM-00000726;;Bara Prats;43.351315, 5.441135;;;;0;;;2
RTM-00003875;;Bara Val de Gray;43.34891167, 5.44500929;;;;0;;;1
RTM-00001327;;Barasse Beau Site;43.286238, 5.473901;;;;0;;;2
RTM-00001373;;Barasse Chouquet;43.286314, 5.475968;;;;0;;;2
RTM-00003532;;Barbini Loubon;43.313061, 5.382716;;;;0;;;2
RTM-00003053;;Barbusse Colbert;43.298149, 5.374036;;;;0;;;1
RTM-00000731;;Barielle;43.33761, 5.432339;CHEMIN DE NOTRE-DAME DE CONSOLATION  MARSEILLE 13013;;;0;;;2
RTM-00001848;;Barquière Martheline;43.246072, 5.398606;AVENUE DE LA SOUDE  MARSEILLE 13009;;;0;;;1
RTM-00000959;;Bastide Basse;43.299256, 5.439746;;;;0;;;2
RTM-00001811;;Baumettes Rimbaud;43.230575, 5.414141;;;;0;;;2
RTM-00000175;;Bd de la Gare;43.35719283, 5.3668642;;;;0;;;2
RTM-00000868;;Beaumont;43.316835, 5.437473;;;;0;;;2
RTM-00000865;;Beaumont Pasteur;43.310661, 5.438668;;;;0;;;2
RTM-00001816;;Beauvallon;43.234058, 5.412005;CHEMIN DE MORGIOU  MARSEILLE 13009  deux poteaux poly carbonate + 2 x para lignes22 23;;;0;;;2
RTM-00000429;;Belle de Mai;43.310979, 5.388565;;;;0;;;2
RTM-00003866;;Belle de Mai La Friche;43.309195, 5.390047;;;;0;;;1
RTM-00000208;;Belle de Mai National;43.308475, 5.381849;RUE BELLE-DE-MAI  MARSEILLE 13003;;;0;;;2
RTM-00001642;;Belle Ombre Romain Rolland;43.270208, 5.407766;;;;0;;;2
RTM-00003535;;Belle Vue Loubon;43.312599, 5.379911;;;;0;;;2
RTM-00003536;;Belle Vue Vaillant;43.315287, 5.38041;;;;0;;;2
RTM-00003736;;Belle Vue Vaillant;43.315244, 5.380337;;;;0;;;2
RTM-00003213;;Belsunce Alcazar;43.298488, 5.3766;;;;0;;;1
RTM-00004256;;Bernabo Littoral;43.336259, 5.354519;;;;0;;;2
RTM-00000599;;Berthe Sylva Valdonne;43.327586, 5.418873;;;;0;;;2
RTM-00004224;;Bezombes;43.287464, 5.429264;34 BOULEVARD BEZOMBES  MARSEILLE 13011;;;0;;;2
RTM-00004029;;Billoux Mairie 15-16;43.332494, 5.364361;;;;0;;;1
RTM-00003926;;Blidah St Lazare;43.305065, 5.373547;;;;0;;;1
RTM-00001659;;Bois Fleury;43.270911, 5.424745;;;;0;;;2
RTM-00001483;;Bompard;43.27880657, 5.3604269;Arrêt replacé sur SI TOPO suite à inversion terrain;;;0;;;2
RTM-00001484;;Bompard;43.27916587, 5.36049128;Arrêt replacé dans SI TOPO suite inversion terrain;;;0;;;2
RTM-00001487;;Bompard Endoume;43.28467, 5.360237;;;;0;;;2
RTM-00001485;;Bompard Fedeli;43.280816, 5.360664;BOULEVARD BOMPARD  MARSEILLE 13007;;;0;;;2
RTM-00004230;;Bonneterie;43.297115, 5.371632;12 RUE BONNETERIE  MARSEILLE 13002;;;0;;;1
RTM-00000925;;Booth La Moularde;43.297092, 5.448706;;;;0;;;2
RTM-00002304;;Bougainville;43.3208465, 5.371352;;;;0;;;2
RTM-00004173;;Bougainville;43.34314826, 5.46820606;AVENUE DU CANTON VERT  ALLAUCH 13190  barrière poteau bus mpm;;;0;;;1
RTM-00004414;;Bourdet St Charles;43.302455, 5.379507;5 BOULEVARD MAURICE BOURDET  MARSEILLE 13001;;;0;;;2
RTM-00000563;;Bourrely Dramard;43.377349, 5.359197;équipement mpm;;;0;;;2
RTM-00004006;;Bourrély Granière;43.382766, 5.364381;pas de num d'abri;;;0;;;1
RTM-00001707;;Bowl du Prado;43.251632, 5.375515;;;;0;;;1
RTM-00000338;;Braque Les Flamants;43.33251, 5.401915;AVENUE GEORGES BRAQUE  MARSEILLE 13014;;;0;;;2
RTM-00004274;;Bédoule Sauze;43.402641, 5.357315;CHEMIN DE LA BEDOULE  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00001588;;Cabassud Mireille Lauze;43.283606, 5.412719;;;;0;;;2
RTM-00000333;;Cade Mouton;43.33179721, 5.39194988;RUE CADE  MARSEILLE 13014;;;0;;;1
RTM-00000918;;Caillols Figone;43.303151, 5.438418;;;;0;;;2
RTM-00000935;;Caillols Fort Fouque;43.303385, 5.442164;AVENUE DES CAILLOLS  MARSEILLE 13012;;;0;;;2
RTM-00002677;;Caillols Le Clos;43.303758, 5.436017;arrêt repositionné suite à mauvais gps;;;0;;;2
RTM-00000919;;Caillols Monette;43.303531, 5.43975;;;;0;;;2
RTM-00000939;;Caillols Parini;43.303549, 5.430785;;;;0;;;1
RTM-00000922;;Caillols Provence;43.303119, 5.448703;;;;0;;;2
RTM-00000934;;Caillols Vieux Moulin;43.302436, 5.445345;;;;0;;;2
RTM-00002739;;Calanque Blanche;43.223748, 5.346565;;;;0;;;2
RTM-00002740;;Calanque Blanche;43.223598, 5.346781;;;;0;;;2
RTM-00003413;;Camas;43.295345, 5.393169;;;;0;;;1
RTM-00001222;;Camoins Les Bains;43.305944, 5.50639;ROUTE DE LA TREILLE  MARSEILLE 13011;;;0;;;2
RTM-00001189;;Camoins St Roch;43.30036, 5.514277;;;;0;;;2
RTM-00000502;;Campagne Lévêque;43.342499, 5.352933;;;;0;;;2
RTM-00000506;;Campagne Lévêque;43.342621, 5.352759;;;;0;;;2
RTM-00004349;;Campus de Luminy;43.231169, 5.444094;;;;0;;;1
RTM-00004405;;Canebière Bourse;43.296394, 5.376079;RUE DES FABRES  MARSEILLE 13001;;;0;;;1
RTM-00004119;;Canebière Capucins;43.296743, 5.378976;;;;0;;;1
RTM-00003272;;Canebière Garibaldi;43.297928, 5.381482;;;;0;;;1
RTM-00004331;;Canet Ambrosini;43.331358, 5.374162;BOULEVARD DU CAPITAINE-GÈZE  MARSEILLE 13014;;;0;;;1
RTM-00002178;;Cantons Rouges;43.3365835, 5.46572506;BOULEVARD MARCEL DELESTRADE  ALLAUCH 13190;;;0;;;2
RTM-00000241;;Cap Pinède;43.326392, 5.358808;;;;0;;;2
RTM-00001269;;Capelette Curtel;43.280244, 5.408647;;;;0;;;1
RTM-00001311;;Capelette Curtel;43.280575, 5.408019;;;;0;;;1
RTM-00001199;;Cartonnerie;43.290748, 5.462804;;;;0;;;2
RTM-00000102;;Casanova Barbès;43.323471, 5.374146;BOULEVARD DANIELLE CASANOVA MARSEILLE 13014;;;0;;;2
RTM-00000101;;Casanova De Lesseps;43.321824, 5.374766;;;;0;;;2
RTM-00001091;;Castellane;43.2852469, 5.38425986;double arrêt 230/229;;;0;;;2
RTM-00001493;;Castellane;43.2842561, 5.3845633;;;;0;;;1
RTM-00002287;;Castellane;43.2861185, 5.384552;;;;0;;;2
RTM-00003773;;Castellane;43.2848292, 5.3842401;D559  MARSEILLE 13006;;;0;;;2
RTM-00004124;;Castellane;43.286555, 5.383372;196 RUE DE ROME  MARSEILLE 13006;;;0;;;1
RTM-00000121;;Castellas Les Lions;43.3504, 5.374648;;;;0;;;2
RTM-00001845;;CC Bonneveine;43.249275, 5.390311;double abri 556/879;;;0;;;2
RTM-00001878;;CC Bonneveine;43.249388, 5.390415;double abri 730/881;;;0;;;2
RTM-00001842;;CC Ste Anne;43.25939345, 5.39405778;AVENUE DE MAZARGUES  MARSEILLE 13008;;;0;;;2
RTM-00001882;;CC Ste Anne;43.25932, 5.394223;;;;0;;;2
RTM-00000965;;Centre Social;43.297453, 5.437695;;;;0;;;2
RTM-00002887;;CFA Corot;43.332969, 5.36802;74 AVENUE DES AYGALADES  MARSEILLE 13014;;;0;;;1
RTM-00004073;;Champollion;43.33979, 5.44952;pas de trottoir;;;0;;;2
RTM-00001438;;Chantecler;43.287187, 5.366968;;;;0;;;2
RTM-00002295;;Chartreux;43.309106, 5.401482;;;;0;;;2
RTM-00001125;;Chartreux Pierre Roche;43.309609, 5.400495;;;;0;;;1
RTM-00000998;;Chemin de la Commanderie;43.347748, 5.362864;RUE LE CHATELIER  MARSEILLE 13015;;;0;;;2
RTM-00001324;;Chemin de la Station;43.288322, 5.46276;BOULEVARD DE SAINT-MARCEL  MARSEILLE 13011;;;0;;;2
RTM-00001377;;Chemin de la Station;43.288795, 5.461689;BOULEVARD DE SAINT-MARCEL  MARSEILLE 13011;;;0;;;2
RTM-00002067;;Chemin du Roucas Blanc;43.26999, 5.365465;;;;0;;;1
RTM-00002074;;Chemin du Roucas Blanc;43.270243, 5.365097;;;;0;;;1
RTM-00001566;;Chutes Lavie;43.317117, 5.399535;abs trottoir;;;0;;;2
RTM-00001562;;Chutes Lavie Dahdah;43.310162, 5.396409;;;;0;;;1
RTM-00000695;;Château de la Parade;43.361239, 5.44165;;;;0;;;2
RTM-00004160;;Château Gombert;43.3536, 5.438184;CHEMIN DE PALAMA  MARSEILLE 13013;;;0;;;1
RTM-00001281;;Château St Cyr;43.284243, 5.442682;AVENUE ELLÉON  MARSEILLE 13011;;;0;;;1
RTM-00001689;;Château St Loup;43.275371, 5.433687;25 TRAVERSE CHANTE PERDRIX  MARSEILLE 13010;;;0;;;1
RTM-00002992;;Chêne Vert;43.407226, 5.354548;abs trottoir. abs sigep;;;0;;;2
RTM-00004277;;Chêne Vert;43.407299, 5.354834;;;;0;;;2
RTM-00002993;;Cimetière Nord;43.405579, 5.355244;abs sigep. abs trottoir;;;0;;;2
RTM-00000370;;Cité Bassens;43.338655, 5.372966;;;;0;;;2
RTM-00002014;;Cité Chutes Lavie;43.316219, 5.394691;;;;0;;;2
RTM-00000156;;Cité des Arts de la Rue;43.352149, 5.365534;;;;0;;;2
RTM-00002882;;Cité La Marie Basse;43.329946, 5.457666;;;;0;;;2
RTM-00002885;;Cité La Marie Basse;43.329368, 5.45737;;;;0;;;1
RTM-00003973;;Cité La Viste;43.355692, 5.357431;abri inversé;;;0;;;2
RTM-00004019;;Cité La Viste;43.355868, 5.357302;;;;0;;;2
RTM-00001147;;Cité St Just;43.32456304, 5.40285408;Arrêt déplacé suite à imprécision GPS;;;0;;;2
RTM-00001154;;Cité St Just;43.32466363, 5.40256508;equipement modifié le 13/10 suite à travaux. Démontage de l'abri 10063;;;0;;;1
RTM-00000014;;Cité St Louis;43.351445, 5.354132;;;;0;;;2
RTM-00000038;;Cité St Louis;43.351175, 5.354026;;;;0;;;2
RTM-00001169;;Clairval Les Comtes;43.2936851, 5.45189342;;;;0;;;2
RTM-00001921;;Clinique;43.249673, 5.38178;;;;0;;;2
RTM-00001178;;Clinique St Martin;43.30110254, 5.50395727;;;;0;;;1
RTM-00001192;;Clinique St Martin;43.301067, 5.503599;Anciennement Camoins Les Clos;;;0;;;1
RTM-00000618;;Clos d'Orville;43.327289, 5.436348;;;;0;;;2
RTM-00001932;;Clot Bey Leau;43.256078, 5.382484;AVENUE CLOT-BEY  MARSEILLE 13008;;;0;;;1
RTM-00004194;;Codaccioni;43.28751117, 5.35839379;;;;0;;;2
RTM-00002284;;Colbert;43.3003195, 5.374338;;;;0;;;2
RTM-00001862;;Colgate Agelasto;43.234091, 5.408865;;;;0;;;2
RTM-00001860;;Colgate Valette;43.233521, 5.405982;AVENUE COLGATE  MARSEILLE 13009;;;0;;;1
RTM-00001244;;Collet des Comtes;43.299437, 5.455356;;;;0;;;2
RTM-00004586;;Colline de la Garde;43.2934502, 5.37441999;;;;0;;;2
RTM-00001375;;Collège Château Forbin;43.286344, 5.471187;;;;0;;;1
RTM-00000946;;Collège Darius Milhaud;43.297994, 5.413727;;;;0;;;1
RTM-00002592;;Collège des Chartreux;43.304781, 5.398932;;;;0;;;1
RTM-00000337;;Collège Edouard Manet;43.334104, 5.398839;AVENUE RAIMU  MARSEILLE 13014;;;0;;;1
RTM-00002984;;Collège Ferrandi;43.407479, 5.370959;eq MPM. pas horaires sigep;;;0;;;2
RTM-00003628;;Collège Grande Bastide;43.255041, 5.406854;;;;0;;;1
RTM-00003811;;Collège Izzo;43.306574, 5.369053;;;;0;;;2
RTM-00000779;;Collège Jacques Prévert;43.325491, 5.431038;;;;0;;;1
RTM-00004318;;Collège Jean Giono;43.33655619, 5.43484479;RUE ALBERT EINSTEIN  MARSEILLE 13013;;;0;;;2
RTM-00001175;;Collège Le Ruissatel;43.295756, 5.489256;;;;0;;;2
RTM-00001277;;Collège Les Bartavelles;43.281318, 5.437117;TRAVERSE DE LA VALBARELLE  MARSEILLE 13010;;;0;;;1
RTM-00001665;;Collège Pasteur;43.268363, 5.409903;;;;0;;;1
RTM-00003534;;Collège St Charles;43.313491, 5.38606;;;;0;;;2
RTM-00004470;;Collège Vallon des Pins;43.37217605, 5.36520494;;;;0;;;2
RTM-00000343;;Collèges Renoir Rostand;43.327386, 5.407547;;;;0;;;2
RTM-00004283;;Commissariat;43.39240714, 5.36749184;CHEMIN DE LA ROUGIERE  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00003149;;Comtesse;43.318872, 5.447192;;;;0;;;2
RTM-00000887;;Comtesse Rampal;43.317385, 5.447245;;;;0;;;2
RTM-00001978;;Concorde Obélisque;43.250169, 5.403009;;;;0;;;2
RTM-00000735;;Consolation Balustres;43.339626, 5.421885;;;;0;;;2
RTM-00000737;;Consolation Gracieuse;43.33901, 5.429174;;;;0;;;2
RTM-00002824;;Copernic;43.342831, 5.448541;;;;0;;;1
RTM-00004072;;Copernic;43.341897, 5.449105;poteau provisoire mal placé;;;0;;;1
RTM-00002065;;Corniche Napoule;43.274501, 5.361024;CORNICHE PRÉSIDENT JOHN F. KENNEDY  MARSEILLE 13007;;;0;;;1
RTM-00002068;;Corniche Talabot;43.26865256, 5.37029592;;;;0;;;1
RTM-00001124;;Corot Moutte;43.320689, 5.407749;AVENUE COROT  MARSEILLE 13013;;;0;;;1
RTM-00002662;;Corot Moutte;43.32176, 5.407962;;;;0;;;2
RTM-00001401;;Corse D'Aurelle;43.289179, 5.362842;;;;0;;;2
RTM-00001415;;Corse D'Aurelle;43.289357, 5.3628;;;;0;;;1
RTM-00004120;;Cours Saint-Louis;43.295856, 5.377919;;;;0;;;1
RTM-00004133;;Cours Saint-Louis;43.29594, 5.378159;;;;0;;;1
RTM-00000128;;Coxe Massenet;43.345478, 5.382087;;;;0;;;2
RTM-00003566;;Cézanne Marinier;43.368075, 5.31338;;;;0;;;2
RTM-00000445;;Dames République;43.302272, 5.369913;;;;0;;;2
RTM-00003841;;Dames République;43.30282, 5.368285;;;;0;;;1
RTM-00001116;;Daudet Michel;43.3214271, 5.4107347;;;;0;;;2
RTM-00000488;;De Lesseps Casanova;43.320807, 5.373777;;;;0;;;2
RTM-00002011;;De Lesseps Pyat;43.320675, 5.374338;;;;0;;;2
RTM-00003645;;De Roux Crémieux;43.338073, 5.448624;;;;0;;;2
RTM-00003644;;De Roux Garlaban;43.337614, 5.446645;;;;0;;;2
